Name,Brand,Notes
Ani Extrait de Parfum,Nishane," Bergamot, green notes, blue ginger, pink pepper, blackcurrant, Turkish rose, cardamom, patchouli, cedarwood, vanilla, benzoin, ambergris, musk, sandalwood"
Unutamam Extrait de Parfum,Nishane," lavender, rosemary, mint, juniper, jasmine, carnation, patchouli, amber, oregano, castoreum, cistus, oakmoss, caramel"
Milano Cento For Him Eau de Toilette,Milano Cento," Lemon, bergamot, petitgrain, lavender, rosemary, basil, clary sage, sandalwood, patchouli, clove, cinnamon, amber, musk"
Douce Amere Eau de Parfum,Serge Lutens," Absinthe (Artemisia absinthum) , cinnamon, anise, lily, jasmine, tiare, tagette, marigold, musk, cedar"
Rahat Loukhoum Eau de Parfum,Serge Lutens," Aldehydes, almond, cherry, hawthorn, rose, heliotrope, white honey, vanilla, tonka bean, balsam, musk"
Iris Silver Mist Eau de Parfum,Serge Lutens," Orris root, galbanum, sandalwood, cedar, clove, vetiver, musk, benzoin, incense, white amber"
Bois Et Musc Eau de Parfum,Serge Lutens," Atlas cedarwood, beeswax, saffron, musk"
Sarrasins Eau de Parfum,Serge Lutens," bergamot, labdanum, carnation, osmanthus, jasmine, patchouli, castoreum"
Vanilla Vibes Eau de Parfum,Juliette Has a Gun," Fleur de sel, vanilla absolute, orchid, sandalwood, tonka bean, brown musk, benzoin"
Winter Palace Eau de Parfum,MEMO," Grapefruit, bergamot, lemon, mate, gurjum balsam, amber wood, tolu, benzoin, labdanum, red tea, tonka, styrax, vanilla, musk"
White Peaches Eau de Parfum,Shay & Blue," White peach, narcissus, elderflower granita, silver birch"
Sundazed Eau de Parfum,BYREDO," Mandarin, lemon, neroli, jasmine sambac, cotton candy, skin musk"
Eau de Minthe Eau de Parfum,Diptyque," Mint, geranium, patchouli, rose oxide"
Splendiris Eau de Parfum,Dusita," Bergamot, mandarin, orange, violet leaf, fig leaf, carrot seed, sweet orris butter, iris, violet, rose de mai, jasmine sambac, vanilla, vetiver, cedar, ambergris"
Rose Of No Man's Land Hair Perfume,BYREDO," Pink pepper, Turkish rose petals, raspberry blossom, Turkish rose absolute, papyrus, white amber"
Malt Eau de Parfum,Akro," Whiskey, Rum, Leather, Seaweed, Patchouli."
Dark Eau de Parfum,Akro," Cocoa, Dark Chocolate, Cinnamon, Hazelnut, Vanilla"
Night Eau de Parfum,Akro," Bulgarian Rose, Cumin, Saffron, Agaroud"
Smoke Eau de Parfum,Akro," Balkans Tobacco Leaves, Nicotine, Cade, Benjoin, Tonka Bean"
Haze Eau de Parfum,Akro," Absinthe, Armoise, Eucalyptus, Spearmint, Clary Sage"
Molecule 02 Eau de Toilette,Escentric Molecules,
Escentric 02 Eau de Toilette,Escentric Molecules,
Lavender Extreme Eau de Parfum,TOM FORD Private Blend," Lemon, violet, lavender, geranium, rose, cinnamon, tonka Click Here For Ingredients ×Close Lavender Extreme by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Bana Banana Eau de Parfum,L'Artisan Parfumeur," Pepper, nutmeg, violet, jasmine, iris, banana, banana flower, tonka, musk, amber"
Easy To Love Eau de Parfum,Eau d'Italie," White currant, fig, white peony, honey, tonka, ambrette"
Cassili Eau de Parfum,Parfums de Marly," Red currant, rose, white flowers, plum, mimosa, plumeria, petalia, sandalwood, tonka, vanilla"
Ganymede Eau de Parfum,Marc-Antoine Barrois," Mandarin, saffron, violet, osmanthus absolute, akigalawood, Immortelle absolute"
No. 1 Tonic Blanc Eau de Parfum,Thomas Kosmala," bergamot, mandarin, orange, neroli, orange flower blossom, bergamot flower blossom, mock orange flower, oakmoss, sandalwood, cedarwood, musk"
No. 2 Seve Nouvelle Eau de Parfum,Thomas Kosmala," grapefruit, pink pepper, saffron, champaca, tonka bean, water pepper, patchouli, raspberry, cashmeran, amberwood, labdanum"
No. 3 Crepuscule Ardent Eau de Parfum,Thomas Kosmala," saffron, olibanum, jasmine, leather, suede, amber"
No. 4 Apres l'Amour Eau de Parfum,Thomas Kosmala," bitter orange, lemon zest, aromatic notes, fresh spice, dry wood, amber, musk"
No. 5 Frenesie Eau de Parfum,Thomas Kosmala," saffron, bergamot, magnolia, rose, peony, osmanthus, gardenia, oud, amber, incense, musk"
No. 6 Brume Radieuse Eau de Parfum,Thomas Kosmala," blackcurrant, peach, rose, coconut, jasmine, oud, patchouli, amber"
No. 7 Le Sel de la Terre Eau de Parfum,Thomas Kosmala," bergamot, Italian lemon, fresh marine notes, aqua, fresh floral, fresh wood, musk"
No. 8 Tonic Vert Eau de Parfum,Thomas Kosmala," bergamot, lemon, mandarin, lime, mint, geranium, pomelo, vetiver, musk, oakmoss"
No. 9 Bukhoor Elixir de Parfum,Thomas Kosmala," woody accords, smoky accords, agarwood, amber, musk"
Beaute du Diable Eau de Parfum,Liquides Imaginaires," Lemon, coriander, bitter orange, gin accord, absinthe, clove, cypress, geranium, ylang ylang, carnation, vetiver, gaiac, cistus, cobblestone accord"
Oud Monarch Extrait de Parfum,Bortnikoff," Magnolia, Frangipani, Rose de Mai, Himalayan Rose, Cinnamon, Tobacco, Oud Merauke, Oud co Chang (Feel-oud), Cacao, Civet, Castoreum, Labdanum, Vanilla"
Amber Cologne Eau de Parfum,Bortnikoff," Bergamot, Lemon, White and Pink Grapefruit, Sweet Orange, Cardamom, Frangipani, Jasmine Sambac, Virginia Cedarwood, Sandalwood, Grey and Brown Ambergris, Oud from Sri Lanka, Bouya Oud, Vanilla"
Musk Khabib Extrait de Parfum,Bortnikoff," Bergamot, Cardamom, Nutmeg, Ylang-Ylang, Cedarwood, Tolu Balsam, Ambergris, Deer Musk, Oakmoss, Vetiver, Tonka Bean, Vanilla"
Sensual Instinct Eau de Parfum,Montale," Bergamot, mandarin, cardamom, saffron, whisky, amberwood, jasmine, rose, tiramisu, patchouli leaves, cacao, coffee, vanilla, oakmoss, cedarwood, white musk"
Vetiver Patchouli Eau de Parfum,Montale," Bergamot, mandarin, pink pepper, carrot, jasmine, patchouli, vetiver, white musk"
Oud Dream Eau de Parfum,Montale," Bergamot, cardamom, coriander, black pepper, sweet honey, rose, oud, patchouli, cedar, leather, amber, musk"
Holy Water Eau de Parfum,La Via Del Profumo," frankincense, sandalwood, orange, orange blossom, rose"
Mecca Balsam Eau de Parfum,La Via Del Profumo," Indian tuberose, tobacco, rose, benzoin, agarwood, incense, labdanum, tonka bean"
Milano Caffe Eau de Parfum,La Via Del Profumo," coffee, cappuccino, chocolate, iris, woody notes, spicy notes, opoponax, tonka bean, amber"
Oakmoss Eau de Parfum,La Via Del Profumo," vetiver, sandalwood, oakmoss"
Oud Caravan No. 1 Eau de Parfum,La Via Del Profumo," natural aged oud oil, camphor, patchouli"
Oud Caravan No. 2 Eau de Parfum,La Via Del Profumo," natural aged, wild Bengali oud oil, white flowers, Laotian oud oil"
Oud Caravan No. 3 Eau de Parfum,La Via Del Profumo," Natural aged wild Bengali oud oil, dates, labdanum"
Amber Chocolate Eau de Parfum,La Via Del Profumo," chocolate, tonka bean, vanilla"
Hindu Kush Eau de Parfum,La Via Del Profumo," spice, woody notes, incense, ginger, caraway, nutmeg, pepper"
Aenotus Parfum Extrait,Puredistance," Orange, mandarin, lemon, yuzu, mint, blackcurrant bud, petitgrain, oakmoss, patchouli, musks"
Tabac Eau de Parfum,La Via Del Profumo," tobacco, vanilla, tonka bean, labdanum, spicy notes, resins"
Molecule 03 Eau de Toilette,Escentric Molecules,
Escentric 03 Eau de Toilette,Escentric Molecules,
Isle of Man Eau de Parfum,Frapin," Grapefruit, bitter orange, basil, salt accord, freesia, violet, ironwood, vetiver, musk"
Desert Suave Eau de Parfum,Liquides Imaginaires," Cardamom, mandarin, orange blossom, rose, date, sesame, cedar"
Functional Fragrance,The Nue Co.," Green cardamom, iris, cilantro, palo santo"
Lust In Paradise Eau de Parfum,Ex Nihilo," Pink pepper, white peony, lychee, white cedar, musk, amber"
Hisui (Jade) Eau de Parfum,J-Scent," Bergamot, Lemon, Mandarin, Cassis, Tuberose, Jasmine, Muguet, Ylang Ylang, Orange Flower, Musk, Amber, Sandalwood, Patchouli, Oakmoss"
Shaft of Light Eau de Parfum,J-Scent," Bergamot, Lemon, Grapefruit, Orange Flower, Rose, Jasmine, Muguet, Lily, Magnolia, Gardenia, Musk, Amber, Sandalwood, Patchouli, Vanilla, Oakmoss"
Usubeni (Rosy Cheeks) Eau de Parfum,J-Scent," Mandarin, Leaf Green, Apricot, Ylang Ylang, Lily, Carnation, Gardenia, Orange Flower, Osmanthus, Jasmine, Musk, Sadalwood, Peach"
Black Leather Eau de Parfum,J-Scent," Leather, Bergamot, Tobacco, Jasmine, Oakmoss, Amber, Musk, Vanilla"
Yuzu Eau de Parfum,J-Scent," Lemon, Bergamot, Orange, Thyme, Grapefruit, Lime, Yuzu, Rose, Mandarin"
Sumo Wrestler Eau de Parfum,J-Scent," Orange, Eucalyptus, Anise, Cinnamon, Heliotrope, Violet, Orange Flower, Labdanum, Sandalwood, Patchouli, Jasmine"
Yawahada (Soft Skin) Eau de Parfum,J-Scent," Pear, Green Note, Milk, Rice Powder, Rose, Jasmine, Musk, Sandalwood, Amber"
Honey & Lemon Eau de Parfum,J-Scent," Lemon, Orange, Peach, Rose, Jasmine, Musk, Sandalwood, Honey Note"
Roasted Green Tea Eau de Parfum,J-Scent," Coconut, Peanut, Jasmine, Mint, Winter Green, Iris, Cedarwood, Vanilla, Clover"
Agarwood Eau de Parfum,J-Scent," Orange Peel, Cinnamon, Cedarwood, Vetiver, Sandalwood, Amber, Musk, Patchouli"
Rakugan (Sugar Sweets) Eau de Parfum,J-Scent," Apricot, Apple, Strawberry, Maple, Rose, Benzoin, Peach, Vanilla, Tonka Beans, Cedar Wood, Iris"
Hanamizake (Cherry Blossom Sake) Eau de Parfum,J-Scent," Ginjo-ka, Pear, Apple, Raspberry, Green Note, Cherry Blossom, Rose, Muguet, Musk, Cedarwood"
Paper Soap Eau de Parfum,J-Scent," Aldehyde, Rose, Geranium, Muguet, Lavender, Musk, Jasmine"
Hydrangea Eau de Parfum,J-Scent," Violet, Leaf Green, Hyacinth, Jasmine, Rose, Iris, Muguet, Cedarwood, Musk"
Elixir Pour Femme Extrait de Parfum,Roja Parfums," Bergamot, lily of the valley, geranium, rose de mai, jasmine, ylang ylang, heliotrope, violet, raspberry, peach, violet leaf, cinnamon, cedar, cashmere wood, sandalwood, vanilla, orris, cedar, ambrette, musk"
Cuir Mauresque Eau de Parfum,Serge Lutens," amber, myrrh, burnt styrax, incense, cinnamon, aloe wood, cedar, civet, nutmeg, clove, cumin, musk, mandarin peel, orange blossom"
Chene Eau de Parfum,Serge Lutens," cedar crystals, wood sap, black thyme, oak, immortelle, beeswax, silver birch, rum absolute and tonka bean"
Fumerie Turque Eau de Parfum,Serge Lutens," Corinthian raisins, white honey, candied Turkish rose, Egyptian jasmine, smoked leather, beeswax, Balkan tobacco, Peru Balsam, patchouli, tonka bean, styrax, juniper tar oil."
Muscs Koublai Khan Eau de Parfum,Serge Lutens," Vegetal Musk, Roots of Costus, Labdanum Rockrose, Grey Amber, Vanilla, Patchouli, Ambrette Seeds, pure Moroccan Rose"
Tubereuse Criminelle Eau de Parfum,Serge Lutens," tuberose, jasmine, orange blossom, hyacinth, nutmeg, clove, styrax, musk, vanilla."
Serge Noire Eau de Parfum - ...,Serge Lutens," patchouli, cinnamon, amber and black woods"
Louve Eau de Parfum - ...,Serge Lutens," Almond, rose petals, fruity notes, jasmine petals, amber, musk and vanilla powder."
De Profundis Eau de Parfum,Serge Lutens," Chrysanthemum, violets, green notes, earthy notes, ash, musk"
Molecule 04 Eau de Toilette,Escentric Molecules,
Escentric 04 Eau de Toilette,Escentric Molecules,
Sorong Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale"," Citrus, saffron, blackcurrant, kyara, olibanum, amber, animalic musks"
Chronic Eau de Parfum,19-69," Petitgrain, bitter orange, bitter grapefruit, Russian clary sage, Virginian cedarwood, cannabis accord, amber, patchouli, vetiver, cashmere wood, moss, musk"
Capri Eau de Parfum,19-69," Mandora, Bitter Orange, Sweet Orange, Chamomile, Cardamom, Pink Pepper, Sichuan Pepper, Juniper Berries, Mandarine Oil, Mandarine Leaves Oil, Grapefruit, Galbanum, Jasmine, Osmanthus, Ylang Ylang, Orris, Ambroxan, Angelica Seeds, White Musk"
Chinese Tobacco Eau de Parfum,19-69," Bergamot, Tobacco, Red Pepper, Lemon, Ginger, Coriander, Incense, Cedarwood, Vanilla, Tar, Oud, Vetiver"
Kasbah Eau de Parfum,19-69," Sweet Orange, Lime, White Honey, Geranium, Amber, Patchouli, Vanilla, Tonka Beans, Guaiac Wood, Leather Accord, Sandalwood"
Rainbow Bar Eau de Parfum,19-69," Davana, Bergamot, Cypress, Wormwood, Cardamom, Marine accord, Basil, Elemi, Artemisia, Grape Seed, Bourbon, Nutmeg, Vetyver, Clove, Guaiac Wood, Cedarwood, Pimento Seeds"
L'air Barbes Eau de Parfum,19-69," Aldehydes, Fresh Lemon, Bergamot, Concrete, Ylang Ylang, Tuberose, Ambroxan, Orris, Cumin Seeds, Ink, Leather, Dry Woods, White Musk"
Gris Clair Eau de Parfum,Serge Lutens," lavender, amber, tonka bean, iris, dry wood, incense"
Fleurs de Citronnier Eau de Parfum,Serge Lutens," Lemon blossom, neroli, tuberose, musk"
L'Homme Aux Gants Eau de Parfum,Parfums MDCI," Nutmeg, cypriol, hedione, oud, cedar, patchouli, gaiac, gurjum, tonka bean, benzoin, vanilla, musks"
Bleu Satin Eau de Parfum,Parfums MDCI," Bergamot, lemon, green notes, jasmine, cassis, watermelon, saffron, leather, woody notes"
Cuir Cavalier Eau de Parfum,Parfums MDCI," Italian red tangerine, saffron, rose, iris, cypriol, white honey, oud, soft leather, cedar, tonka bean, vanilla, musks"
Chameleon Eau de Parfum,Zoologist," Bergamot, Lemon, Madagascar Ylang Ylang, Mango, Pink Pepper, Star Fruit, Violet Leaves, Cashmeran, Clove, Coconut, Frangipani, Jasmine, Saffron, Salty Skin Accord, Sea Breeze, Amber, Woods, Musks, Opoponax, Patchouli, Sandalwood, Vanilla, Vetiver"
Dodo Eau de Parfum,Zoologist," Fern, Lime, Lychee, Raspberry, Ambergris, Fir Balsam, Geranium, Rose, Amber, Feathery Musk, Oakmoss, Patchouli, Sandalwood"
Santal Blanc Eau de Parfum,Serge Lutens," White sandalwood, fenugreek, pink pepper, cinnamon, rose, jasmine, orris root, musk, benzoin, copaiba balsam"
City Of Jasmine Extrait de Parfum,Alghabra Parfums," Apple, leather, jasmine, rose, vanilla, musk"
Scent Of Paradise Extrait de Parfum,Alghabra Parfums," Bergamot, fruity notes, iris, rose, lavender, amber, musk, sandalwood"
From The Heart Extrait de Parfum,Alghabra Parfums," Bergamot, bitter orange, damask rose, lily, peach, ylang ylang, amber"
King Of Flowers Extrait de Parfum,Alghabra Parfums," Bergamot, grapefruit, amber, vanilla, white flowers, lavender, sandalwood, leather, iris"
Poem Of Damas Extrait de Parfum,Alghabra Parfums," Rose, floral notes, fruity notes, amber, oud, oriental notes"
Boha Parfum Extrait,Jeroboam," Bergamot, green almond, violet leaves, gardenia, Egyptian jasmine, orange blossom, ambery woods, enigmatic musks, oakmoss, Australian sandalwood"
Patiala Extrait,Thameen," Citrus, aldehyde, orange flower, rose, moss, amber, musk"
Escentric 02 - Travel Spray Eau de Toilette,Escentric Molecules," Ambroxan, vetiver, muscone, orris, elderflower"
Molecule 04 - Travel Spray Eau de Toilette,Escentric Molecules, Javanol
Escentric 04 - Travel Spray Eau de Toilette,Escentric Molecules," Pink Grapefruit, Bergamot, Juniper Berry, Pink Pepper, Hedione, Freesia, Osmanthus, Orris, Rose, Javanol, Mastic, Labdanum, Iso E Super, Musk, Ambroxan, Castoreum, Vetiver"
XJ Amber Gold & Rose Gold Collection Eau de Parfum,Xerjoff," Amber Gold: Tangerine, coriander, orange flower, tobacco flower, almond blossom, patchouli, musk, amberRose Gold: Bulgarian rose, Egyptian geranium, Indonesian patchouli, amber, musk, buddah wood"
Aura Perfume Oil,Essential Faith,
Allende Parfum,Xerjoff," Vanilla Madagascar, magnolia, cocoa"
Eau Rose Hair Mist Scented Hair Perfume,Diptyque," Bergamot, black currant, Centofilia and Damask rose, white musk, cedar"
Aoud Exclusif Eau de Parfum,Mancera," Labdanum, spicy cumin, saffron, pepper, rose, violet, patchouli, oud, leather, vanilla, amber, white musk, sandalwood"
Jardin Exclusif Eau de Parfum,Mancera," Sweet candy, lemon, orange, green apple, white peach, Williams pear, blackcurrant, jasmine, rose, violet, grey amber, white musk, sandalwood, vanilla"
Vanille Exclusive Eau de Parfum,Mancera," Osmanthus, white peach, brown sugar, whipped cream, tuberose, jasmine, violet, vanilla, amber, white musk, sandalwood"
Neroli Portofino Travel Atomizer,TOM FORD Private Blend," bergamot, lemon, mandarin, lavender, myrtle, rosemary, Bitter orange, Egyptian jasmine, neroli, orange blossom water, pittosporum, woody amber accord, ambrette seeds, angelica root Click Here For Ingredients ×Close Neroli Portofino Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Oud Wood Travel Atomizer,TOM FORD Private Blend," Oud, Chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood Atlas, vanilla, tonka bean Click Here For Ingredients ×Close Oud Wood Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Soleil Blanc Travel Atomizer,TOM FORD Private Blend," Amber, coconut, beachy floral notes Click Here For Ingredients ×Close Soleil Blanc Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Tobacco Vanille Travel Atomizer,TOM FORD Private Blend," tobacco, tonka bean, vanilla, cocoa, dry fruit accord and sweet wood sap Click Here For Ingredients ×Close Tobacco Vanille Travel Atomizer by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
